energy_use_total,new_concept,geo,year
714400,eee,isl,1967
790700,eee,isl,1968
722700,eee,isl,1969
865200,eee,isl,1970
902400,eee,isl,1971
921000,eee,isl,1972
1119000,eee,isl,1973
1104000,eee,isl,1974
1106000,eee,isl,1975
1120000,eee,isl,1976
1243000,eee,isl,1977
1277000,eee,isl,1978
1471000,eee,isl,1979
1497000,eee,isl,1980
1657000,eee,isl,1981
1655000,eee,isl,1982
1719000,eee,isl,1983
1804000,eee,isl,1984
1771000,eee,isl,1985
1850000,eee,isl,1986
1932000,eee,isl,1987
1969000,eee,isl,1988
2019000,eee,isl,1989
2088000,eee,isl,1990
2051000,eee,isl,1991
2034000,eee,isl,1992
2180000,eee,isl,1993
2184000,eee,isl,1994
2253000,eee,isl,1995
2386000,eee,isl,1996
2427000,eee,isl,1997
2578000,eee,isl,1998
2960000,eee,isl,1999
3100000,eee,isl,2000
3238000,eee,isl,2001
3285000,eee,isl,2002
3273000,eee,isl,2003
3368000,eee,isl,2004
3480000,eee,isl,2005
4159000,eee,isl,2006
4836000,eee,isl,2007
5354000,eee,isl,2008
5384000,eee,isl,2009
5369000,eee,isl,2010
5737000,eee,isl,2011
156500000,eee,ind,1971
160100000,eee,ind,1972
164500000,eee,ind,1973
171400000,eee,ind,1974
177700000,eee,ind,1975
185100000,eee,ind,1976
190200000,eee,ind,1977
191000000,eee,ind,1978
199900000,eee,ind,1979
205200000,eee,ind,1980
216000000,eee,ind,1981
224600000,eee,ind,1982
232100000,eee,ind,1983
242200000,eee,ind,1984
254800000,eee,ind,1985
264300000,eee,ind,1986
274600000,eee,ind,1987
289400000,eee,ind,1988
303500000,eee,ind,1989
316700000,eee,ind,1990
329500000,eee,ind,1991
342600000,eee,ind,1992
350500000,eee,ind,1993
364100000,eee,ind,1994
384300000,eee,ind,1995
396700000,eee,ind,1996
412200000,eee,ind,1997
422300000,eee,ind,1998
448300000,eee,ind,1999
457200000,eee,ind,2000
464500000,eee,ind,2001
477500000,eee,ind,2002
489500000,eee,ind,2003
519100000,eee,ind,2004
539300000,eee,ind,2005
566800000,eee,ind,2006
598800000,eee,ind,2007
626100000,eee,ind,2008
675200000,eee,ind,2009
692700000,eee,ind,2010
35050000,eee,idn,1971
36490000,eee,idn,1972
38160000,eee,idn,1973
39560000,eee,idn,1974
41140000,eee,idn,1975
43000000,eee,idn,1976
47780000,eee,idn,1977
51130000,eee,idn,1978
53520000,eee,idn,1979
55710000,eee,idn,1980
58630000,eee,idn,1981
60090000,eee,idn,1982
61190000,eee,idn,1983
63580000,eee,idn,1984
65830000,eee,idn,1985
72620000,eee,idn,1986
75000000,eee,idn,1987
77040000,eee,idn,1988
81410000,eee,idn,1989
98620000,eee,idn,1990
103500000,eee,idn,1991
107800000,eee,idn,1992
118500000,eee,idn,1993
118600000,eee,idn,1994
130800000,eee,idn,1995
135600000,eee,idn,1996
140100000,eee,idn,1997
137100000,eee,idn,1998
143700000,eee,idn,1999
155100000,eee,idn,2000
159400000,eee,idn,2001
165200000,eee,idn,2002
165200000,eee,idn,2003
177100000,eee,idn,2004
180500000,eee,idn,2005
185400000,eee,idn,2006
184700000,eee,idn,2007
186900000,eee,idn,2008
198500000,eee,idn,2009
207800000,eee,idn,2010
16610000,eee,irn,1971
16290000,eee,irn,1972
20650000,eee,irn,1973
24550000,eee,irn,1974
26640000,eee,irn,1975
30320000,eee,irn,1976
33940000,eee,irn,1977
32870000,eee,irn,1978
37240000,eee,irn,1979
38070000,eee,irn,1980
42860000,eee,irn,1981
50140000,eee,irn,1982
42830000,eee,irn,1983
49820000,eee,irn,1984
53790000,eee,irn,1985
54150000,eee,irn,1986
55240000,eee,irn,1987
56470000,eee,irn,1988
66260000,eee,irn,1989
69340000,eee,irn,1990
76860000,eee,irn,1991
80910000,eee,irn,1992
87120000,eee,irn,1993
96720000,eee,irn,1994
101200000,eee,irn,1995
97630000,eee,irn,1996
109300000,eee,irn,1997
111300000,eee,irn,1998
126200000,eee,irn,1999
123000000,eee,irn,2000
133100000,eee,irn,2001
137200000,eee,irn,2002
141500000,eee,irn,2003
155100000,eee,irn,2004
172100000,eee,irn,2005
179800000,eee,irn,2006
190100000,eee,irn,2007
203800000,eee,irn,2008
212900000,eee,irn,2009
208400000,eee,irn,2010
4129000,eee,irq,1971
4294000,eee,irq,1972
4659000,eee,irq,1973
5065000,eee,irq,1974
6095000,eee,irq,1975
7541000,eee,irq,1976
7803000,eee,irq,1977
8889000,eee,irq,1978
10600000,eee,irq,1979
9648000,eee,irq,1980
9579000,eee,irq,1981
9965000,eee,irq,1982
12010000,eee,irq,1983
12280000,eee,irq,1984
13810000,eee,irq,1985
15660000,eee,irq,1986
15610000,eee,irq,1987
18910000,eee,irq,1988
20660000,eee,irq,1989
19710000,eee,irq,1990
16410000,eee,irq,1991
24240000,eee,irq,1992
30850000,eee,irq,1993
34960000,eee,irq,1994
34550000,eee,irq,1995
33460000,eee,irq,1996
38960000,eee,irq,1997
28850000,eee,irq,1998
22190000,eee,irq,1999
25940000,eee,irq,2000
26930000,eee,irq,2001
27980000,eee,irq,2002
27090000,eee,irq,2003
26900000,eee,irq,2004
26870000,eee,irq,2005
21500000,eee,irq,2006
22390000,eee,irq,2007
28450000,eee,irq,2008
32490000,eee,irq,2009
37800000,eee,irq,2010
3730000,eee,irl,1960
3944000,eee,irl,1961
4007000,eee,irl,1962
4148000,eee,irl,1963
4363000,eee,irl,1964
4350000,eee,irl,1965
4708000,eee,irl,1966
5130000,eee,irl,1967
5485000,eee,irl,1968
5791000,eee,irl,1969
5984000,eee,irl,1970
6718000,eee,irl,1971
6664000,eee,irl,1972
6908000,eee,irl,1973
7116000,eee,irl,1974
6647000,eee,irl,1975
6833000,eee,irl,1976
7233000,eee,irl,1977
7253000,eee,irl,1978
8550000,eee,irl,1979
8236000,eee,irl,1980
8263000,eee,irl,1981
8216000,eee,irl,1982
8201000,eee,irl,1983
8288000,eee,irl,1984
8628000,eee,irl,1985
8865000,eee,irl,1986
9232000,eee,irl,1987
9142000,eee,irl,1988
9322000,eee,irl,1989
9988000,eee,irl,1990
10020000,eee,irl,1991
9885000,eee,irl,1992
10080000,eee,irl,1993
10580000,eee,irl,1994
10630000,eee,irl,1995
11410000,eee,irl,1996
11960000,eee,irl,1997
12740000,eee,irl,1998
13310000,eee,irl,1999
13730000,eee,irl,2000
14490000,eee,irl,2001
14570000,eee,irl,2002
14370000,eee,irl,2003
14610000,eee,irl,2004
14470000,eee,irl,2005
14760000,eee,irl,2006
15090000,eee,irl,2007
14960000,eee,irl,2008
14400000,eee,irl,2009
14400000,eee,irl,2010
13510000,eee,irl,2011
5739000,eee,isr,1971
5529000,eee,isr,1972
7764000,eee,isr,1973
5852000,eee,isr,1974
7023000,eee,isr,1975
6473000,eee,isr,1976
6455000,eee,isr,1977
6824000,eee,isr,1978
7594000,eee,isr,1979
7823000,eee,isr,1980
7282000,eee,isr,1981
7894000,eee,isr,1982
7364000,eee,isr,1983
7605000,eee,isr,1984
7573000,eee,isr,1985
9038000,eee,isr,1986
9955000,eee,isr,1987
10890000,eee,isr,1988
11240000,eee,isr,1989
11480000,eee,isr,1990
11510000,eee,isr,1991
13230000,eee,isr,1992
13870000,eee,isr,1993
14800000,eee,isr,1994
15520000,eee,isr,1995
15960000,eee,isr,1996
16830000,eee,isr,1997
17240000,eee,isr,1998
16780000,eee,isr,1999
18250000,eee,isr,2000
19160000,eee,isr,2001
18830000,eee,isr,2002
19750000,eee,isr,2003
19260000,eee,isr,2004
18500000,eee,isr,2005
20400000,eee,isr,2006
20720000,eee,isr,2007
22880000,eee,isr,2008
21530000,eee,isr,2009
22910000,eee,isr,2010
24330000,eee,isr,2011
39900000,eee,ita,1960
45010000,eee,ita,1961
51240000,eee,ita,1962
57390000,eee,ita,1963
63130000,eee,ita,1964
68600000,eee,ita,1965
75160000,eee,ita,1966
82080000,eee,ita,1967
90420000,eee,ita,1968
98110000,eee,ita,1969
109100000,eee,ita,1970
105400000,eee,ita,1971
111500000,eee,ita,1972
119100000,eee,ita,1973
121900000,eee,ita,1974
116800000,eee,ita,1975
126100000,eee,ita,1976
123300000,eee,ita,1977
126200000,eee,ita,1978
131800000,eee,ita,1979
130800000,eee,ita,1980
128000000,eee,ita,1981
124800000,eee,ita,1982
124700000,eee,ita,1983
127500000,eee,ita,1984
129300000,eee,ita,1985
130800000,eee,ita,1986
136300000,eee,ita,1987
139500000,eee,ita,1988
145400000,eee,ita,1989
146600000,eee,ita,1990
150200000,eee,ita,1991
149200000,eee,ita,1992
148400000,eee,ita,1993
146600000,eee,ita,1994
159100000,eee,ita,1995
159000000,eee,ita,1996
161200000,eee,ita,1997
165800000,eee,ita,1998
168300000,eee,ita,1999
171500000,eee,ita,2000
172100000,eee,ita,2001
172400000,eee,ita,2002
179400000,eee,ita,2003
182000000,eee,ita,2004
183900000,eee,ita,2005
181800000,eee,ita,2006
179600000,eee,ita,2007
176000000,eee,ita,2008
164900000,eee,ita,2009
170200000,eee,ita,2010
165100000,eee,ita,2011
2010000,eee,jam,1971
2564000,eee,jam,1972
2917000,eee,jam,1973
2731000,eee,jam,1974
2682000,eee,jam,1975
2432000,eee,jam,1976
2375000,eee,jam,1977
2469000,eee,jam,1978
2555000,eee,jam,1979
2278000,eee,jam,1980
2322000,eee,jam,1981
2289000,eee,jam,1982
2002000,eee,jam,1983
2006000,eee,jam,1984
1724000,eee,jam,1985
1752000,eee,jam,1986
1799000,eee,jam,1987
1835000,eee,jam,1988
2304000,eee,jam,1989
2788000,eee,jam,1990
2795000,eee,jam,1991
2946000,eee,jam,1992
2953000,eee,jam,1993
3012000,eee,jam,1994
3205000,eee,jam,1995
3378000,eee,jam,1996
3378000,eee,jam,1997
3511000,eee,jam,1998
3612000,eee,jam,1999
3828000,eee,jam,2000
3840000,eee,jam,2001
3600000,eee,jam,2002
3743000,eee,jam,2003
3782000,eee,jam,2004
3761000,eee,jam,2005
4206000,eee,jam,2006
4687000,eee,jam,2007
4264000,eee,jam,2008
3250000,eee,jam,2009
3054000,eee,jam,2010
80840000,eee,jpn,1960
91420000,eee,jpn,1961
96190000,eee,jpn,1962
110000000,eee,jpn,1963
123300000,eee,jpn,1964
134600000,eee,jpn,1965
147400000,eee,jpn,1966
173300000,eee,jpn,1967
195900000,eee,jpn,1968
226300000,eee,jpn,1969
256500000,eee,jpn,1970
267500000,eee,jpn,1971
285900000,eee,jpn,1972
320400000,eee,jpn,1973
322100000,eee,jpn,1974
305100000,eee,jpn,1975
324400000,eee,jpn,1976
330200000,eee,jpn,1977
333000000,eee,jpn,1978
352700000,eee,jpn,1979
344500000,eee,jpn,1980
337000000,eee,jpn,1981
336500000,eee,jpn,1982
336800000,eee,jpn,1983
362200000,eee,jpn,1984
362900000,eee,jpn,1985
367000000,eee,jpn,1986
371700000,eee,jpn,1987
397600000,eee,jpn,1988
412500000,eee,jpn,1989
439300000,eee,jpn,1990
444100000,eee,jpn,1991
454500000,eee,jpn,1992
457600000,eee,jpn,1993
483300000,eee,jpn,1994
496300000,eee,jpn,1995
507100000,eee,jpn,1996
512500000,eee,jpn,1997
503300000,eee,jpn,1998
512400000,eee,jpn,1999
519000000,eee,jpn,2000
510800000,eee,jpn,2001
510400000,eee,jpn,2002
506200000,eee,jpn,2003
522500000,eee,jpn,2004
520500000,eee,jpn,2005
519800000,eee,jpn,2006
515200000,eee,jpn,2007
495400000,eee,jpn,2008
472100000,eee,jpn,2009
496800000,eee,jpn,2010
458100000,eee,jpn,2011
492300,eee,jor,1971
539600,eee,jor,1972
614700,eee,jor,1973
649200,eee,jor,1974
753300,eee,jor,1975
968300,eee,jor,1976
990500,eee,jor,1977
1215000,eee,jor,1978
1248000,eee,jor,1979
1522000,eee,jor,1980
1896000,eee,jor,1981
2156000,eee,jor,1982
2341000,eee,jor,1983
2575000,eee,jor,1984
2617000,eee,jor,1985
2808000,eee,jor,1986
2977000,eee,jor,1987
2951000,eee,jor,1988
2972000,eee,jor,1989
3274000,eee,jor,1990
3384000,eee,jor,1991
3802000,eee,jor,1992
3766000,eee,jor,1993
4037000,eee,jor,1994
4302000,eee,jor,1995
4413000,eee,jor,1996
4509000,eee,jor,1997
4662000,eee,jor,1998
4648000,eee,jor,1999
4866000,eee,jor,2000
4817000,eee,jor,2001
5060000,eee,jor,2002
5173000,eee,jor,2003
6218000,eee,jor,2004
6676000,eee,jor,2005
6854000,eee,jor,2006
7209000,eee,jor,2007
7069000,eee,jor,2008
7458000,eee,jor,2009
7204000,eee,jor,2010
73450000,eee,kaz,1990
74950000,eee,kaz,1991
78840000,eee,kaz,1992
65620000,eee,kaz,1993
58140000,eee,kaz,1994
52240000,eee,kaz,1995
45350000,eee,kaz,1996
39490000,eee,kaz,1997
39340000,eee,kaz,1998
35920000,eee,kaz,1999
35680000,eee,kaz,2000
34490000,eee,kaz,2001
39680000,eee,kaz,2002
43040000,eee,kaz,2003
50720000,eee,kaz,2004
50800000,eee,kaz,2005
61500000,eee,kaz,2006
66230000,eee,kaz,2007
70200000,eee,kaz,2008
63320000,eee,kaz,2009
75010000,eee,kaz,2010
5284000,eee,ken,1971
5526000,eee,ken,1972
5674000,eee,ken,1973
5889000,eee,ken,1974
6034000,eee,ken,1975
6329000,eee,ken,1976
6643000,eee,ken,1977
6844000,eee,ken,1978
7093000,eee,ken,1979
7358000,eee,ken,1980
7567000,eee,ken,1981
7709000,eee,ken,1982
7847000,eee,ken,1983
8304000,eee,ken,1984
8666000,eee,ken,1985
9444000,eee,ken,1986
9837000,eee,ken,1987
10090000,eee,ken,1988
10460000,eee,ken,1989
10680000,eee,ken,1990
10870000,eee,ken,1991
11150000,eee,ken,1992
11410000,eee,ken,1993
11560000,eee,ken,1994
12050000,eee,ken,1995
12480000,eee,ken,1996
12660000,eee,ken,1997
13000000,eee,ken,1998
13320000,eee,ken,1999
13730000,eee,ken,2000
14080000,eee,ken,2001
14260000,eee,ken,2002
14680000,eee,ken,2003
15410000,eee,ken,2004
16040000,eee,ken,2005
16790000,eee,ken,2006
17180000,eee,ken,2007
17730000,eee,ken,2008
18770000,eee,ken,2009
19560000,eee,ken,2010
7113,eee,kir,1990
8000,eee,kir,2004
8000,eee,kir,2005
10000,eee,kir,2006
11000,eee,kir,2007
19410000,eee,prk,1971
20150000,eee,prk,1972
20590000,eee,prk,1973
21510000,eee,prk,1974
22260000,eee,prk,1975
23630000,eee,prk,1976
24910000,eee,prk,1977
26750000,eee,prk,1978
28620000,eee,prk,1979
30360000,eee,prk,1980
31180000,eee,prk,1981
32570000,eee,prk,1982
33780000,eee,prk,1983
34610000,eee,prk,1984
36000000,eee,prk,1985
35410000,eee,prk,1986
34110000,eee,prk,1987
34730000,eee,prk,1988
34600000,eee,prk,1989
33220000,eee,prk,1990
31700000,eee,prk,1991
27710000,eee,prk,1992
25490000,eee,prk,1993
23310000,eee,prk,1994
21980000,eee,prk,1995
19330000,eee,prk,1996
18410000,eee,prk,1997
17190000,eee,prk,1998
18410000,eee,prk,1999
19720000,eee,prk,2000
20370000,eee,prk,2001
19570000,eee,prk,2002
20030000,eee,prk,2003
20490000,eee,prk,2004
21330000,eee,prk,2005
21540000,eee,prk,2006
18300000,eee,prk,2007
20160000,eee,prk,2008
19180000,eee,prk,2009
18530000,eee,prk,2010
16970000,eee,kor,1971
18470000,eee,kor,1972
21540000,eee,kor,1973
23420000,eee,kor,1974
24460000,eee,kor,1975
27190000,eee,kor,1976
31540000,eee,kor,1977
34570000,eee,kor,1978
39910000,eee,kor,1979
41210000,eee,kor,1980
40470000,eee,kor,1981
43030000,eee,kor,1982
46690000,eee,kor,1983
51170000,eee,kor,1984
53530000,eee,kor,1985
61180000,eee,kor,1986
65990000,eee,kor,1987
74160000,eee,kor,1988
78910000,eee,kor,1989
93090000,eee,kor,1990
99940000,eee,kor,1991
110900000,eee,kor,1992
124400000,eee,kor,1993
132100000,eee,kor,1994
144800000,eee,kor,1995
157300000,eee,kor,1996
171200000,eee,kor,1997
156300000,eee,kor,1998
172900000,eee,kor,1999
188200000,eee,kor,2000
191000000,eee,kor,2001
198700000,eee,kor,2002
202700000,eee,kor,2003
208300000,eee,kor,2004
210200000,eee,kor,2005
213600000,eee,kor,2006
222100000,eee,kor,2007
226900000,eee,kor,2008
229200000,eee,kor,2009
250000000,eee,kor,2010
257600000,eee,kor,2011
1478000,eee,kos,2000
1818000,eee,kos,2001
1810000,eee,kos,2002
1909000,eee,kos,2003
1921000,eee,kos,2004
1859000,eee,kos,2005
1876000,eee,kos,2006
1948000,eee,kos,2007
2113000,eee,kos,2008
2368000,eee,kos,2009
2436000,eee,kos,2010
6120000,eee,kwt,1971
6760000,eee,kwt,1972
7126000,eee,kwt,1973
6810000,eee,kwt,1974
6480000,eee,kwt,1975
7029000,eee,kwt,1976
7591000,eee,kwt,1977
8277000,eee,kwt,1978
10430000,eee,kwt,1979
10450000,eee,kwt,1980
10300000,eee,kwt,1981
11460000,eee,kwt,1982
12180000,eee,kwt,1983
12600000,eee,kwt,1984
14030000,eee,kwt,1985
15190000,eee,kwt,1986
16530000,eee,kwt,1987
20180000,eee,kwt,1988
23560000,eee,kwt,1989
9110000,eee,kwt,1990
2692000,eee,kwt,1991
8882000,eee,kwt,1992
12370000,eee,kwt,1993
14500000,eee,kwt,1994
14870000,eee,kwt,1995
14630000,eee,kwt,1996
14780000,eee,kwt,1997
16870000,eee,kwt,1998
18110000,eee,kwt,1999
18810000,eee,kwt,2000
20070000,eee,kwt,2001
20640000,eee,kwt,2002
22000000,eee,kwt,2003
23470000,eee,kwt,2004
26400000,eee,kwt,2005
25780000,eee,kwt,2006
26390000,eee,kwt,2007
27870000,eee,kwt,2008
30170000,eee,kwt,2009
33400000,eee,kwt,2010
7486000,eee,kgz,1990
6787000,eee,kgz,1991
4979000,eee,kgz,1992
3870000,eee,kgz,1993
2794000,eee,kgz,1994
2384000,eee,kgz,1995
2757000,eee,kgz,1996
2593000,eee,kgz,1997
2761000,eee,kgz,1998
2412000,eee,kgz,1999
2402000,eee,kgz,2000
2206000,eee,kgz,2001
2496000,eee,kgz,2002
2688000,eee,kgz,2003
2738000,eee,kgz,2004
2658000,eee,kgz,2005
2694000,eee,kgz,2006
2914000,eee,kgz,2007
2730000,eee,kgz,2008
3010000,eee,kgz,2009
2918000,eee,kgz,2010
7877000,eee,lva,1990
7413000,eee,lva,1991
6118000,eee,lva,1992
5290000,eee,lva,1993
4791000,eee,lva,1994
4609000,eee,lva,1995
4526000,eee,lva,1996
4412000,eee,lva,1997
4315000,eee,lva,1998
3938000,eee,lva,1999
3714000,eee,lva,2000
4072000,eee,lva,2001
3992000,eee,lva,2002
4232000,eee,lva,2003
4345000,eee,lva,2004
4416000,eee,lva,2005
4548000,eee,lva,2006
4670000,eee,lva,2007
4485000,eee,lva,2008
4221000,eee,lva,2009
4414000,eee,lva,2010
1848000,eee,lbn,1971
1908000,eee,lbn,1972
2378000,eee,lbn,1973
2445000,eee,lbn,1974
2164000,eee,lbn,1975
2320000,eee,lbn,1976
1814000,eee,lbn,1977
2162000,eee,lbn,1978
2330000,eee,lbn,1979
2474000,eee,lbn,1980
2358000,eee,lbn,1981
1786000,eee,lbn,1982
1935000,eee,lbn,1983
1974000,eee,lbn,1984
2329000,eee,lbn,1985
2584000,eee,lbn,1986
2664000,eee,lbn,1987
1979000,eee,lbn,1988
1961000,eee,lbn,1989
1954000,eee,lbn,1990
2418000,eee,lbn,1991
2451000,eee,lbn,1992
3511000,eee,lbn,1993
3847000,eee,lbn,1994
4411000,eee,lbn,1995
4652000,eee,lbn,1996
5252000,eee,lbn,1997
5161000,eee,lbn,1998
5400000,eee,lbn,1999
4907000,eee,lbn,2000
5258000,eee,lbn,2001
5220000,eee,lbn,2002
5220000,eee,lbn,2003
5271000,eee,lbn,2004
5023000,eee,lbn,2005
4774000,eee,lbn,2006
4207000,eee,lbn,2007
5425000,eee,lbn,2008
6590000,eee,lbn,2009
6452000,eee,lbn,2010
28000,eee,lso,2004
33000,eee,lso,2005
19000,eee,lso,2006
19000,eee,lso,2007
1570000,eee,lby,1971
2198000,eee,lby,1972
2598000,eee,lby,1973
2898000,eee,lby,1974
3665000,eee,lby,1975
3324000,eee,lby,1976
4133000,eee,lby,1977
4685000,eee,lby,1978
5251000,eee,lby,1979
6890000,eee,lby,1980
7410000,eee,lby,1981
8042000,eee,lby,1982
8448000,eee,lby,1983
9181000,eee,lby,1984
9977000,eee,lby,1985
10090000,eee,lby,1986
11010000,eee,lby,1987
10430000,eee,lby,1988
11910000,eee,lby,1989
11330000,eee,lby,1990
13570000,eee,lby,1991
12650000,eee,lby,1992
13470000,eee,lby,1993
14980000,eee,lby,1994
14500000,eee,lby,1995
13410000,eee,lby,1996
14620000,eee,lby,1997
16620000,eee,lby,1998
14760000,eee,lby,1999
18620000,eee,lby,2000
18570000,eee,lby,2001
16140000,eee,lby,2002
29740000,eee,lby,2003
19010000,eee,lby,2004
24390000,eee,lby,2005
23730000,eee,lby,2006
23170000,eee,lby,2007
24470000,eee,lby,2008
23350000,eee,lby,2009
19150000,eee,lby,2010
16070000,eee,ltu,1990
17050000,eee,ltu,1991
11020000,eee,ltu,1992
9107000,eee,ltu,1993
8130000,eee,ltu,1994
8736000,eee,ltu,1995
9470000,eee,ltu,1996
8958000,eee,ltu,1997
9391000,eee,ltu,1998
7970000,eee,ltu,1999
7129000,eee,ltu,2000
8260000,eee,ltu,2001
8860000,eee,ltu,2002
9250000,eee,ltu,2003
9385000,eee,ltu,2004
8842000,eee,ltu,2005
8719000,eee,ltu,2006
9453000,eee,ltu,2007
9431000,eee,ltu,2008
8635000,eee,ltu,2009
6925000,eee,ltu,2010
3304000,eee,lux,1960
3338000,eee,lux,1961
3340000,eee,lux,1962
3392000,eee,lux,1963
3654000,eee,lux,1964
3622000,eee,lux,1965
3499000,eee,lux,1966
3471000,eee,lux,1967
3733000,eee,lux,1968
4041000,eee,lux,1969
4106000,eee,lux,1970
4062000,eee,lux,1971
4163000,eee,lux,1972
4433000,eee,lux,1973
4624000,eee,lux,1974
3771000,eee,lux,1975
3848000,eee,lux,1976
3714000,eee,lux,1977
4017000,eee,lux,1978
3795000,eee,lux,1979
3559000,eee,lux,1980
3114000,eee,lux,1981
2945000,eee,lux,1982
2770000,eee,lux,1983
2969000,eee,lux,1984
3061000,eee,lux,1985
3007000,eee,lux,1986
2945000,eee,lux,1987
3047000,eee,lux,1988
3281000,eee,lux,1989
3411000,eee,lux,1990
3642000,eee,lux,1991
3664000,eee,lux,1992
3715000,eee,lux,1993
3591000,eee,lux,1994
3151000,eee,lux,1995
3203000,eee,lux,1996
3111000,eee,lux,1997
3002000,eee,lux,1998
3125000,eee,lux,1999
3324000,eee,lux,2000
3502000,eee,lux,2001
3638000,eee,lux,2002
3839000,eee,lux,2003
4275000,eee,lux,2004
4388000,eee,lux,2005
4339000,eee,lux,2006
4208000,eee,lux,2007
4207000,eee,lux,2008
3952000,eee,lux,2009
4229000,eee,lux,2010
4150000,eee,lux,2011
2479000,eee,mkd,1990
2428000,eee,mkd,1991
2702000,eee,mkd,1992
2773000,eee,mkd,1993
2476000,eee,mkd,1994
2501000,eee,mkd,1995
2852000,eee,mkd,1996
2587000,eee,mkd,1997
2888000,eee,mkd,1998
2710000,eee,mkd,1999
2667000,eee,mkd,2000
2575000,eee,mkd,2001
2527000,eee,mkd,2002
2768000,eee,mkd,2003
2756000,eee,mkd,2004
2901000,eee,mkd,2005
2914000,eee,mkd,2006
3042000,eee,mkd,2007
3011000,eee,mkd,2008
2812000,eee,mkd,2009
2890000,eee,mkd,2010
6093000,eee,mys,1971
6185000,eee,mys,1972
6150000,eee,mys,1973
6966000,eee,mys,1974
7347000,eee,mys,1975
7976000,eee,mys,1976
8062000,eee,mys,1977
10140000,eee,mys,1978
11860000,eee,mys,1979
11900000,eee,mys,1980
12740000,eee,mys,1981
12890000,eee,mys,1982
14940000,eee,mys,1983
15370000,eee,mys,1984
15490000,eee,mys,1985
17200000,eee,mys,1986
17470000,eee,mys,1987
18350000,eee,mys,1988
20100000,eee,mys,1989
21550000,eee,mys,1990
26340000,eee,mys,1991
29080000,eee,mys,1992
31520000,eee,mys,1993
31380000,eee,mys,1994
33880000,eee,mys,1995
37430000,eee,mys,1996
43360000,eee,mys,1997
41110000,eee,mys,1998
41480000,eee,mys,1999
47110000,eee,mys,2000
49260000,eee,mys,2001
51010000,eee,mys,2002
54620000,eee,mys,2003
58690000,eee,mys,2004
63510000,eee,mys,2005
63720000,eee,mys,2006
69970000,eee,mys,2007
73010000,eee,mys,2008
69860000,eee,mys,2009
72650000,eee,mys,2010
50900,eee,mdv,1990
250000,eee,mdv,2004
225000,eee,mdv,2005
288000,eee,mdv,2006
299000,eee,mdv,2007
210700,eee,mlt,1971
264000,eee,mlt,1972
255200,eee,mlt,1973
234200,eee,mlt,1974
209300,eee,mlt,1975
237900,eee,mlt,1976
252600,eee,mlt,1977
294800,eee,mlt,1978
284400,eee,mlt,1979
318300,eee,mlt,1980
360300,eee,mlt,1981
409300,eee,mlt,1982
312400,eee,mlt,1983
411700,eee,mlt,1984
344500,eee,mlt,1985
574100,eee,mlt,1986
603100,eee,mlt,1987
650000,eee,mlt,1988
695600,eee,mlt,1989
694800,eee,mlt,1990
671800,eee,mlt,1991
664300,eee,mlt,1992
849900,eee,mlt,1993
770700,eee,mlt,1994
709200,eee,mlt,1995
697800,eee,mlt,1996
783700,eee,mlt,1997
690800,eee,mlt,1998
753200,eee,mlt,1999
675500,eee,mlt,2000
786600,eee,mlt,2001
733300,eee,mlt,2002
825700,eee,mlt,2003
829300,eee,mlt,2004
880800,eee,mlt,2005
833200,eee,mlt,2006
877100,eee,mlt,2007
836600,eee,mlt,2008
810100,eee,mlt,2009
837400,eee,mlt,2010
29000,eee,mhl,2004
29000,eee,mhl,2005
30000,eee,mhl,2006
32000,eee,mhl,2007
479900,eee,mus,1990
1019000,eee,mus,2004
1077000,eee,mus,2005
1173000,eee,mus,2006
1194000,eee,mus,2007
42980000,eee,mex,1971
47550000,eee,mex,1972
52570000,eee,mex,1973
55950000,eee,mex,1974
59160000,eee,mex,1975
63300000,eee,mex,1976
68450000,eee,mex,1977
76540000,eee,mex,1978
83970000,eee,mex,1979
95120000,eee,mex,1980
101600000,eee,mex,1981
106300000,eee,mex,1982
100100000,eee,mex,1983
104500000,eee,mex,1984
108600000,eee,mex,1985
105700000,eee,mex,1986
111100000,eee,mex,1987
112500000,eee,mex,1988
117500000,eee,mex,1989
122500000,eee,mex,1990
128000000,eee,mex,1991
129400000,eee,mex,1992
130000000,eee,mex,1993
134300000,eee,mex,1994
129800000,eee,mex,1995
132900000,eee,mex,1996
136800000,eee,mex,1997
141300000,eee,mex,1998
146800000,eee,mex,1999
145100000,eee,mex,2000
146100000,eee,mex,2001
150700000,eee,mex,2002
153600000,eee,mex,2003
159100000,eee,mex,2004
170200000,eee,mex,2005
171400000,eee,mex,2006
175900000,eee,mex,2007
181100000,eee,mex,2008
174600000,eee,mex,2009
178100000,eee,mex,2010
187000000,eee,mex,2011
9866000,eee,mda,1990
8224000,eee,mda,1991
6819000,eee,mda,1992
5806000,eee,mda,1993
4762000,eee,mda,1994
4387000,eee,mda,1995
3705000,eee,mda,1996
3616000,eee,mda,1997
3231000,eee,mda,1998
2765000,eee,mda,1999
2505000,eee,mda,2000
2661000,eee,mda,2001
2568000,eee,mda,2002
2870000,eee,mda,2003
2931000,eee,mda,2004
3079000,eee,mda,2005
2984000,eee,mda,2006
2936000,eee,mda,2007
2851000,eee,mda,2008
2449000,eee,mda,2009
2603000,eee,mda,2010
3130000,eee,mng,1985
3374000,eee,mng,1986
3559000,eee,mng,1987
3792000,eee,mng,1988
