energy_use_total,new_concept,geo,year
1718000,aaa,alb,1971
1942000,aaa,alb,1972
1752000,aaa,alb,1973
1826000,aaa,alb,1974
1988000,aaa,alb,1975
2190000,aaa,alb,1976
2322000,aaa,alb,1977
2594000,aaa,alb,1978
2262000,aaa,alb,1979
3072000,aaa,alb,1980
2697000,ff,alb,1981
2692000,ff,alb,1982
2844000,ff,alb,1983
2957000,ff,alb,1984
2717000,ff,alb,1985
2913000,ff,alb,1986
2842000,ff,alb,1987
2915000,ff,alb,1988
2893000,ff,alb,1989
2673000,ff,alb,1990
1871000,ggg,alb,1991
1358000,ggg,alb,1992
1331000,ggg,alb,1993
1417000,ggg,alb,1994
1331000,ggg,alb,1995
1421000,ggg,alb,1996
1213000,ggg,alb,1997
1309000,ggg,alb,1998
1762000,ggg,alb,1999
1780000,ggg,alb,2000
1801000,ggg,alb,2001
2006000,ggg,alb,2002
2005000,ggg,alb,2003
2204000,ggg,alb,2004
2206000,ggg,alb,2005
2092000,eee,alb,2006
2050000,eee,alb,2007
2086000,eee,alb,2008
2085000,eee,alb,2009
2077000,eee,alb,2010
3467000,eee,dza,1971
4023000,eee,dza,1972
4825000,eee,dza,1973
5189000,eee,dza,1974
5524000,eee,dza,1975
6304000,eee,dza,1976
7055000,eee,dza,1977
8686000,eee,dza,1978
11000000,eee,dza,1979
11210000,eee,dza,1980
12190000,eee,dza,1981
15870000,eee,dza,1982
17150000,eee,dza,1983
17000000,eee,dza,1984
17750000,eee,dza,1985
20050000,eee,dza,1986
19800000,eee,dza,1987
20900000,eee,dza,1988
20720000,eee,dza,1989
22190000,eee,dza,1990
23480000,eee,dza,1991
24130000,eee,dza,1992
24130000,eee,dza,1993
23260000,eee,dza,1994
24110000,eee,dza,1995
23490000,eee,dza,1996
24070000,eee,dza,1997
24910000,eee,dza,1998
26600000,eee,dza,1999
27020000,eee,dza,2000
27090000,eee,dza,2001
28800000,eee,dza,2002
30720000,eee,dza,2003
31000000,eee,dza,2004
32370000,eee,dza,2005
34690000,eee,dza,2006
36820000,eee,dza,2007
37440000,eee,dza,2008
40750000,eee,dza,2009
40370000,eee,dza,2010
3851000,eee,ago,1971
4146000,eee,ago,1972
4131000,eee,ago,1973
4220000,eee,ago,1974
4121000,eee,ago,1975
4073000,eee,ago,1976
4015000,eee,ago,1977
4417000,eee,ago,1978
4478000,eee,ago,1979
4563000,eee,ago,1980
4593000,eee,ago,1981
4531000,eee,ago,1982
4657000,eee,ago,1983
4705000,eee,ago,1984
4990000,eee,ago,1985
5048000,eee,ago,1986
5170000,eee,ago,1987
5379000,eee,ago,1988
5499000,eee,ago,1989
5883000,eee,ago,1990
6024000,eee,ago,1991
6058000,eee,ago,1992
6274000,eee,ago,1993
6359000,eee,ago,1994
6399000,eee,ago,1995
6630000,eee,ago,1996
6821000,eee,ago,1997
6856000,eee,ago,1998
7247000,eee,ago,1999
7499000,eee,ago,2000
7883000,eee,ago,2001
8304000,eee,ago,2002
9003000,eee,ago,2003
9766000,eee,ago,2004
9375000,eee,ago,2005
10200000,eee,ago,2006
10970000,eee,ago,2007
11860000,eee,ago,2008
12600000,eee,ago,2009
13670000,eee,ago,2010
98830,eee,atg,1990
135000,eee,atg,2004
137000,eee,atg,2005
143000,eee,atg,2006
146000,eee,atg,2007
33650000,eee,arg,1971
34200000,eee,arg,1972
35600000,eee,arg,1973
36300000,eee,arg,1974
35950000,eee,arg,1975
37190000,eee,arg,1976
38200000,eee,arg,1977
38900000,eee,arg,1978
41110000,eee,arg,1979
41820000,eee,arg,1980
40840000,eee,arg,1981
41070000,eee,arg,1982
41800000,eee,arg,1983
43330000,eee,arg,1984
41340000,eee,arg,1985
43880000,eee,arg,1986
46270000,eee,arg,1987
47860000,eee,arg,1988
46510000,eee,arg,1989
46070000,eee,arg,1990
47490000,eee,arg,1991
49960000,eee,arg,1992
49930000,eee,arg,1993
53440000,eee,arg,1994
54040000,eee,arg,1995
55600000,eee,arg,1996
58530000,eee,arg,1997
60080000,eee,arg,1998
60420000,eee,arg,1999
60950000,eee,arg,2000
57840000,eee,arg,2001
55390000,eee,arg,2002
59050000,eee,arg,2003
67300000,eee,arg,2004
66970000,eee,arg,2005
73130000,eee,arg,2006
73670000,eee,arg,2007
76660000,eee,arg,2008
74530000,eee,arg,2009
74630000,eee,arg,2010
7697000,eee,arm,1990
8112000,eee,arm,1991
4117000,eee,arm,1992
2179000,eee,arm,1993
1366000,eee,arm,1994
1632000,eee,arm,1995
1769000,eee,arm,1996
1849000,eee,arm,1997
1884000,eee,arm,1998
1821000,eee,arm,1999
2003000,eee,arm,2000
1998000,eee,arm,2001
1868000,eee,arm,2002
1970000,eee,arm,2003
2083000,eee,arm,2004
2505000,eee,arm,2005
2546000,eee,arm,2006
2845000,eee,arm,2007
2997000,eee,arm,2008
2601000,eee,arm,2009
2445000,eee,arm,2010
31480000,eee,aus,1960
32660000,eee,aus,1961
34080000,eee,aus,1962
35960000,eee,aus,1963
37400000,eee,aus,1964
39440000,eee,aus,1965
41320000,eee,aus,1966
43570000,eee,aus,1967
45200000,eee,aus,1968
46510000,eee,aus,1969
50820000,eee,aus,1970
51610000,eee,aus,1971
53170000,eee,aus,1972
57060000,eee,aus,1973
58930000,eee,aus,1974
60380000,eee,aus,1975
61830000,eee,aus,1976
66290000,eee,aus,1977
66470000,eee,aus,1978
67980000,eee,aus,1979
69600000,eee,aus,1980
70080000,eee,aus,1981
73120000,eee,aus,1982
70100000,eee,aus,1983
72300000,eee,aus,1984
72820000,eee,aus,1985
74010000,eee,aus,1986
77500000,eee,aus,1987
78870000,eee,aus,1988
84040000,eee,aus,1989
86230000,eee,aus,1990
85160000,eee,aus,1991
86730000,eee,aus,1992
91170000,eee,aus,1993
91260000,eee,aus,1994
92560000,eee,aus,1995
98950000,eee,aus,1996
101300000,eee,aus,1997
103900000,eee,aus,1998
106200000,eee,aus,1999
108100000,eee,aus,2000
105800000,eee,aus,2001
109500000,eee,aus,2002
110900000,eee,aus,2003
111000000,eee,aus,2004
114200000,eee,aus,2005
116000000,eee,aus,2006
119800000,eee,aus,2007
124200000,eee,aus,2008
126000000,eee,aus,2009
124700000,eee,aus,2010
119800000,eee,aus,2011
10900000,eee,aut,1960
11010000,eee,aut,1961
11950000,eee,aut,1962
13090000,eee,aut,1963
13400000,eee,aut,1964
13460000,eee,aut,1965
13930000,eee,aut,1966
14170000,eee,aut,1967
15170000,eee,aut,1968
16230000,eee,aut,1969
18060000,eee,aut,1970
18820000,eee,aut,1971
19820000,eee,aut,1972
21480000,eee,aut,1973
20750000,eee,aut,1974
20120000,eee,aut,1975
21690000,eee,aut,1976
21170000,eee,aut,1977
21880000,eee,aut,1978
23700000,eee,aut,1979
23150000,eee,aut,1980
21930000,eee,aut,1981
21440000,eee,aut,1982
21500000,eee,aut,1983
22330000,eee,aut,1984
23090000,eee,aut,1985
23180000,eee,aut,1986
24050000,eee,aut,1987
24310000,eee,aut,1988
23920000,eee,aut,1989
24840000,eee,aut,1990
26440000,eee,aut,1991
25410000,eee,aut,1992
25700000,eee,aut,1993
25630000,eee,aut,1994
26770000,eee,aut,1995
28450000,eee,aut,1996
28240000,eee,aut,1997
28720000,eee,aut,1998
28650000,eee,aut,1999
28560000,eee,aut,2000
30180000,eee,aut,2001
30450000,eee,aut,2002
32220000,eee,aut,2003
32690000,eee,aut,2004
33760000,eee,aut,2005
33780000,eee,aut,2006
33390000,eee,aut,2007
33550000,eee,aut,2008
31760000,eee,aut,2009
33840000,eee,aut,2010
32620000,eee,aut,2011
26150000,eee,aze,1990
24340000,eee,aze,1991
20680000,eee,aze,1992
17450000,eee,aze,1993
15920000,eee,aze,1994
12750000,eee,aze,1995
11780000,eee,aze,1996
11250000,eee,aze,1997
11960000,eee,aze,1998
10990000,eee,aze,1999
11430000,eee,aze,2000
11360000,eee,aze,2001
11420000,eee,aze,2002
11980000,eee,aze,2003
12730000,eee,aze,2004
13850000,eee,aze,2005
13480000,eee,aze,2006
12120000,eee,aze,2007
13280000,eee,aze,2008
11680000,eee,aze,2009
11840000,eee,aze,2010
645300,eee,bhs,1990
664000,eee,bhs,2004
696000,eee,bhs,2005
706000,eee,bhs,2006
709000,eee,bhs,2007
1409000,eee,bhr,1971
1368000,eee,bhr,1972
2035000,eee,bhr,1973
2269000,eee,bhr,1974
2133000,eee,bhr,1975
2720000,eee,bhr,1976
2483000,eee,bhr,1977
2537000,eee,bhr,1978
3021000,eee,bhr,1979
2805000,eee,bhr,1980
3103000,eee,bhr,1981
3501000,eee,bhr,1982
3371000,eee,bhr,1983
3595000,eee,bhr,1984
4159000,eee,bhr,1985
3554000,eee,bhr,1986
3516000,eee,bhr,1987
4077000,eee,bhr,1988
4166000,eee,bhr,1989
4350000,eee,bhr,1990
4042000,eee,bhr,1991
4324000,eee,bhr,1992
4656000,eee,bhr,1993
4948000,eee,bhr,1994
4930000,eee,bhr,1995
4965000,eee,bhr,1996
5414000,eee,bhr,1997
5815000,eee,bhr,1998
5654000,eee,bhr,1999
5865000,eee,bhr,2000
6069000,eee,bhr,2001
6433000,eee,bhr,2002
6752000,eee,bhr,2003
6970000,eee,bhr,2004
7500000,eee,bhr,2005
8271000,eee,bhr,2006
8754000,eee,bhr,2007
9245000,eee,bhr,2008
9469000,eee,bhr,2009
9784000,eee,bhr,2010
5686000,eee,bgd,1971
5873000,eee,bgd,1972
6353000,eee,bgd,1973
6562000,eee,bgd,1974
6727000,eee,bgd,1975
7155000,eee,bgd,1976
7325000,eee,bgd,1977
7576000,eee,bgd,1978
7876000,eee,bgd,1979
8402000,eee,bgd,1980
8574000,eee,bgd,1981
9057000,eee,bgd,1982
9274000,eee,bgd,1983
9409000,eee,bgd,1984
9950000,eee,bgd,1985
10650000,eee,bgd,1986
10490000,eee,bgd,1987
11530000,eee,bgd,1988
12100000,eee,bgd,1989
12740000,eee,bgd,1990
12560000,eee,bgd,1991
13250000,eee,bgd,1992
13990000,eee,bgd,1993
14610000,eee,bgd,1994
15900000,eee,bgd,1995
15990000,eee,bgd,1996
16710000,eee,bgd,1997
17400000,eee,bgd,1998
17650000,eee,bgd,1999
18610000,eee,bgd,2000
20220000,eee,bgd,2001
20770000,eee,bgd,2002
21710000,eee,bgd,2003
22540000,eee,bgd,2004
23840000,eee,bgd,2005
25300000,eee,bgd,2006
26370000,eee,bgd,2007
27790000,eee,bgd,2008
29420000,eee,bgd,2009
31050000,eee,bgd,2010
322000,eee,brb,1990
375000,eee,brb,2004
390000,eee,brb,2005
398000,eee,brb,2006
401000,eee,brb,2007
45550000,eee,blr,1990
44330000,eee,blr,1991
36990000,eee,blr,1992
31500000,eee,blr,1993
26750000,eee,blr,1994
24750000,eee,blr,1995
25410000,eee,blr,1996
25350000,eee,blr,1997
24820000,eee,blr,1998
24170000,eee,blr,1999
24680000,eee,blr,2000
24770000,eee,blr,2001
25250000,eee,blr,2002
26000000,eee,blr,2003
26880000,eee,blr,2004
26870000,eee,blr,2005
28630000,eee,blr,2006
28060000,eee,blr,2007
28150000,eee,blr,2008
26760000,eee,blr,2009
27730000,eee,blr,2010
23060000,eee,bel,1960
23610000,eee,bel,1961
25910000,eee,bel,1962
28270000,eee,bel,1963
28340000,eee,bel,1964
29490000,eee,bel,1965
29070000,eee,bel,1966
30500000,eee,bel,1967
34530000,eee,bel,1968
37400000,eee,bel,1969
39930000,eee,bel,1970
39660000,eee,bel,1971
43450000,eee,bel,1972
45990000,eee,bel,1973
45120000,eee,bel,1974
42320000,eee,bel,1975
45380000,eee,bel,1976
45120000,eee,bel,1977
47500000,eee,bel,1978
49010000,eee,bel,1979
46770000,eee,bel,1980
43530000,eee,bel,1981
41470000,eee,bel,1982
40960000,eee,bel,1983
42730000,eee,bel,1984
44100000,eee,bel,1985
45700000,eee,bel,1986
46670000,eee,bel,1987
47240000,eee,bel,1988
47690000,eee,bel,1989
48280000,eee,bel,1990
50580000,eee,bel,1991
51160000,eee,bel,1992
49960000,eee,bel,1993
52860000,eee,bel,1994
53770000,eee,bel,1995
56740000,eee,bel,1996
56810000,eee,bel,1997
57750000,eee,bel,1998
58180000,eee,bel,1999
58510000,eee,bel,2000
58360000,eee,bel,2001
56360000,eee,bel,2002
59240000,eee,bel,2003
58890000,eee,bel,2004
58680000,eee,bel,2005
58110000,eee,bel,2006
57030000,eee,bel,2007
58580000,eee,bel,2008
57100000,eee,bel,2009
60860000,eee,bel,2010
55950000,eee,bel,2011
106200,eee,blz,1990
155000,eee,blz,2004
161000,eee,blz,2005
172000,eee,blz,2006
178000,eee,blz,2007
1105000,eee,ben,1971
1157000,eee,ben,1972
1182000,eee,ben,1973
1208000,eee,ben,1974
1244000,eee,ben,1975
1206000,eee,ben,1976
1248000,eee,ben,1977
1297000,eee,ben,1978
1320000,eee,ben,1979
1353000,eee,ben,1980
1350000,eee,ben,1981
1397000,eee,ben,1982
1436000,eee,ben,1983
1471000,eee,ben,1984
1543000,eee,ben,1985
1557000,eee,ben,1986
1579000,eee,ben,1987
1620000,eee,ben,1988
1629000,eee,ben,1989
1661000,eee,ben,1990
1687000,eee,ben,1991
1728000,eee,ben,1992
1769000,eee,ben,1993
1807000,eee,ben,1994
1847000,eee,ben,1995
2151000,eee,ben,1996
2231000,eee,ben,1997
2201000,eee,ben,1998
2296000,eee,ben,1999
1983000,eee,ben,2000
2109000,eee,ben,2001
2272000,eee,ben,2002
2398000,eee,ben,2003
2492000,eee,ben,2004
2500000,eee,ben,2005
2950000,eee,ben,2006
3207000,eee,ben,2007
3280000,eee,ben,2008
3440000,eee,ben,2009
3653000,eee,ben,2010
55970,eee,btn,1990
180000,eee,btn,2004
204000,eee,btn,2005
211000,eee,btn,2006
244000,eee,btn,2007
1021000,eee,bol,1971
1128000,eee,bol,1972
1193000,eee,bol,1973
1278000,eee,bol,1974
1481000,eee,bol,1975
1622000,eee,bol,1976
1734000,eee,bol,1977
1880000,eee,bol,1978
2070000,eee,bol,1979
2444000,eee,bol,1980
2566000,eee,bol,1981
2698000,eee,bol,1982
2559000,eee,bol,1983
2552000,eee,bol,1984
2520000,eee,bol,1985
2382000,eee,bol,1986
2207000,eee,bol,1987
2306000,eee,bol,1988
2457000,eee,bol,1989
2611000,eee,bol,1990
2691000,eee,bol,1991
2850000,eee,bol,1992
2999000,eee,bol,1993
3307000,eee,bol,1994
3718000,eee,bol,1995
4125000,eee,bol,1996
4521000,eee,bol,1997
4715000,eee,bol,1998
4477000,eee,bol,1999
3737000,eee,bol,2000
2903000,eee,bol,2001
3527000,eee,bol,2002
3687000,eee,bol,2003
3622000,eee,bol,2004
5174000,eee,bol,2005
6412000,eee,bol,2006
5371000,eee,bol,2007
5943000,eee,bol,2008
6204000,eee,bol,2009
7322000,eee,bol,2010
7018000,eee,bih,1990
6317000,eee,bih,1991
4449000,eee,bih,1992
3706000,eee,bih,1993
1435000,eee,bih,1994
1494000,eee,bih,1995
1745000,eee,bih,1996
2694000,eee,bih,1997
3349000,eee,bih,1998
3314000,eee,bih,1999
4346000,eee,bih,2000
4201000,eee,bih,2001
4407000,eee,bih,2002
4400000,eee,bih,2003
4811000,eee,bih,2004
5042000,eee,bih,2005
5301000,eee,bih,2006
5305000,eee,bih,2007
5954000,eee,bih,2008
6034000,eee,bih,2009
6405000,eee,bih,2010
776000,eee,bwa,1981
813900,eee,bwa,1982
821900,eee,bwa,1983
837000,eee,bwa,1984
885300,eee,bwa,1985
970300,eee,bwa,1986
965600,eee,bwa,1987
1136000,eee,bwa,1988
1215000,eee,bwa,1989
1261000,eee,bwa,1990
1283000,eee,bwa,1991
1478000,eee,bwa,1992
1483000,eee,bwa,1993
1461000,eee,bwa,1994
1495000,eee,bwa,1995
1452000,eee,bwa,1996
1523000,eee,bwa,1997
1726000,eee,bwa,1998
1782000,eee,bwa,1999
1836000,eee,bwa,2000
1868000,eee,bwa,2001
1916000,eee,bwa,2002
1907000,eee,bwa,2003
1857000,eee,bwa,2004
1928000,eee,bwa,2005
1956000,eee,bwa,2006
2033000,eee,bwa,2007
2152000,eee,bwa,2008
2022000,eee,bwa,2009
2263000,eee,bwa,2010
69770000,eee,bra,1971
74810000,eee,bra,1972
81970000,eee,bra,1973
87250000,eee,bra,1974
91130000,eee,bra,1975
95580000,eee,bra,1976
98850000,eee,bra,1977
105100000,eee,bra,1978
111800000,eee,bra,1979
113900000,eee,bra,1980
109200000,eee,bra,1981
111000000,eee,bra,1982
113800000,eee,bra,1983
121100000,eee,bra,1984
129400000,eee,bra,1985
135400000,eee,bra,1986
140700000,eee,bra,1987
142600000,eee,bra,1988
145400000,eee,bra,1989
140200000,eee,bra,1990
142900000,eee,bra,1991
144400000,eee,bra,1992
148000000,eee,bra,1993
155800000,eee,bra,1994
161100000,eee,bra,1995
169700000,eee,bra,1996
178300000,eee,bra,1997
182600000,eee,bra,1998
186700000,eee,bra,1999
187400000,eee,bra,2000
190700000,eee,bra,2001
195700000,eee,bra,2002
198900000,eee,bra,2003
209900000,eee,bra,2004
215200000,eee,bra,2005
222700000,eee,bra,2006
235400000,eee,bra,2007
248300000,eee,bra,2008
240300000,eee,bra,2009
265600000,eee,bra,2010
177300,eee,brn,1971
176400,eee,brn,1972
344400,eee,brn,1973
593800,eee,brn,1974
740400,eee,brn,1975
976200,eee,brn,1976
1055000,eee,brn,1977
986400,eee,brn,1978
1027000,eee,brn,1979
1351000,eee,brn,1980
1300000,eee,brn,1981
1398000,eee,brn,1982
1477000,eee,brn,1983
1700000,eee,brn,1984
1782000,eee,brn,1985
1631000,eee,brn,1986
1673000,eee,brn,1987
1366000,eee,brn,1988
1582000,eee,brn,1989
1762000,eee,brn,1990
1999000,eee,brn,1991
2148000,eee,brn,1992
2072000,eee,brn,1993
1942000,eee,brn,1994
2312000,eee,brn,1995
2320000,eee,brn,1996
2394000,eee,brn,1997
2384000,eee,brn,1998
2429000,eee,brn,1999
2454000,eee,brn,2000
2280000,eee,brn,2001
2225000,eee,brn,2002
2579000,eee,brn,2003
2381000,eee,brn,2004
2301000,eee,brn,2005
3253000,eee,brn,2006
3320000,eee,brn,2007
3629000,eee,brn,2008
3123000,eee,brn,2009
3314000,eee,brn,2010
19020000,eee,bgr,1971
19410000,eee,bgr,1972
20500000,eee,bgr,1973
21380000,eee,bgr,1974
23240000,eee,bgr,1975
24350000,eee,bgr,1976
26010000,eee,bgr,1977
27190000,eee,bgr,1978
28250000,eee,bgr,1979
28390000,eee,bgr,1980
28320000,eee,bgr,1981
29510000,eee,bgr,1982
30130000,eee,bgr,1983
30350000,eee,bgr,1984
30640000,eee,bgr,1985
30910000,eee,bgr,1986
30600000,eee,bgr,1987
31330000,eee,bgr,1988
30420000,eee,bgr,1989
28560000,eee,bgr,1990
22090000,eee,bgr,1991
20580000,eee,bgr,1992
22040000,eee,bgr,1993
21300000,eee,bgr,1994
23140000,eee,bgr,1995
22990000,eee,bgr,1996
20830000,eee,bgr,1997
20040000,eee,bgr,1998
18290000,eee,bgr,1999
18680000,eee,bgr,2000
19490000,eee,bgr,2001
19010000,eee,bgr,2002
19500000,eee,bgr,2003
18870000,eee,bgr,2004
19950000,eee,bgr,2005
20510000,eee,bgr,2006
20120000,eee,bgr,2007
19790000,eee,bgr,2008
17490000,eee,bgr,2009
17860000,eee,bgr,2010
2837000,eee,khm,1995
2967000,eee,khm,1996
3015000,eee,khm,1997
3432000,eee,khm,1998
3436000,eee,khm,1999
3412000,eee,khm,2000
3430000,eee,khm,2001
3994000,eee,khm,2002
4115000,eee,khm,2003
3389000,eee,khm,2004
3436000,eee,khm,2005
3429000,eee,khm,2006
3482000,eee,khm,2007
3514000,eee,khm,2008
4907000,eee,khm,2009
5024000,eee,khm,2010
2695000,eee,cmr,1971
2755000,eee,cmr,1972
2816000,eee,cmr,1973
2893000,eee,cmr,1974
3036000,eee,cmr,1975
3081000,eee,cmr,1976
3297000,eee,cmr,1977
3405000,eee,cmr,1978
3534000,eee,cmr,1979
3655000,eee,cmr,1980
3837000,eee,cmr,1981
4014000,eee,cmr,1982
4156000,eee,cmr,1983
4291000,eee,cmr,1984
4458000,eee,cmr,1985
4524000,eee,cmr,1986
4608000,eee,cmr,1987
4755000,eee,cmr,1988
4930000,eee,cmr,1989
4981000,eee,cmr,1990
5029000,eee,cmr,1991
5084000,eee,cmr,1992
5260000,eee,cmr,1993
5402000,eee,cmr,1994
5497000,eee,cmr,1995
5634000,eee,cmr,1996
5836000,eee,cmr,1997
6004000,eee,cmr,1998
6051000,eee,cmr,1999
6310000,eee,cmr,2000
6384000,eee,cmr,2001
6518000,eee,cmr,2002
6766000,eee,cmr,2003
6959000,eee,cmr,2004
6981000,eee,cmr,2005
6723000,eee,cmr,2006
6340000,eee,cmr,2007
6395000,eee,cmr,2008
6914000,eee,cmr,2009
7109000,eee,cmr,2010
76130000,eee,can,1960
78710000,eee,can,1961
82860000,eee,can,1962
89020000,eee,can,1963
94760000,eee,can,1964
101400000,eee,can,1965
105700000,eee,can,1966
113400000,eee,can,1967
121800000,eee,can,1968
128100000,eee,can,1969
138100000,eee,can,1970
141400000,eee,can,1971
152500000,eee,can,1972
159300000,eee,can,1973
161700000,eee,can,1974
165900000,eee,can,1975
171000000,eee,can,1976
176300000,eee,can,1977
181200000,eee,can,1978
190300000,eee,can,1979
192600000,eee,can,1980
187800000,eee,can,1981
180500000,eee,can,1982
179500000,eee,can,1983
188700000,eee,can,1984
193000000,eee,can,1985
196300000,eee,can,1986
202900000,eee,can,1987
211300000,eee,can,1988
217200000,eee,can,1989
208500000,eee,can,1990
208200000,eee,can,1991
213300000,eee,can,1992
220300000,eee,can,1993
228100000,eee,can,1994
230800000,eee,can,1995
236100000,eee,can,1996
238900000,eee,can,1997
237100000,eee,can,1998
244300000,eee,can,1999
251400000,eee,can,2000
247900000,eee,can,2001
248200000,eee,can,2002
262000000,eee,can,2003
267600000,eee,can,2004
272200000,eee,can,2005
268300000,eee,can,2006
271700000,eee,can,2007
264700000,eee,can,2008
250700000,eee,can,2009
251800000,eee,can,2010
256100000,eee,can,2011
29050,eee,cpv,1990
89000,eee,cpv,2004
99000,eee,cpv,2005
102000,eee,cpv,2006
103000,eee,cpv,2007
8704000,eee,chl,1971
8838000,eee,chl,1972
8500000,eee,chl,1973
8439000,eee,chl,1974
7632000,eee,chl,1975
8082000,eee,chl,1976
8376000,eee,chl,1977
8674000,eee,chl,1978
9173000,eee,chl,1979
9478000,eee,chl,1980
9629000,eee,chl,1981
8830000,eee,chl,1982
9129000,eee,chl,1983
9605000,eee,chl,1984
9583000,eee,chl,1985
10010000,eee,chl,1986
10330000,eee,chl,1987
11700000,eee,chl,1988
13110000,eee,chl,1989
14010000,eee,chl,1990
14330000,eee,chl,1991
15490000,eee,chl,1992
15880000,eee,chl,1993
17070000,eee,chl,1994
18340000,eee,chl,1995
20320000,eee,chl,1996
22750000,eee,chl,1997
23560000,eee,chl,1998
25030000,eee,chl,1999
25170000,eee,chl,2000
24700000,eee,chl,2001
25570000,eee,chl,2002
25830000,eee,chl,2003
27510000,eee,chl,2004
28350000,eee,chl,2005
29510000,eee,chl,2006
30560000,eee,chl,2007
30310000,eee,chl,2008
29480000,eee,chl,2009
30920000,eee,chl,2010
32410000,eee,chl,2011
390500000,eee,chn,1971
410400000,eee,chn,1972
425600000,eee,chn,1973
436500000,eee,chn,1974
481700000,eee,chn,1975
497900000,eee,chn,1976
542000000,eee,chn,1977
590500000,eee,chn,1978
600300000,eee,chn,1979
598300000,eee,chn,1980
593900000,eee,chn,1981
612400000,eee,chn,1982
636800000,eee,chn,1983
675300000,eee,chn,1984
692400000,eee,chn,1985
716500000,eee,chn,1986
753200000,eee,chn,1987
794400000,eee,chn,1988
810800000,eee,chn,1989
872100000,eee,chn,1990
856300000,eee,chn,1991
885000000,eee,chn,1992
936300000,eee,chn,1993
979000000,eee,chn,1994
1046000000,eee,chn,1995
1084000000,eee,chn,1996
1120000000,eee,chn,1997
1142000000,eee,chn,1998
1132000000,eee,chn,1999
1183000000,eee,chn,2000
1202000000,eee,chn,2001
1266000000,eee,chn,2002
1440000000,eee,chn,2003
1623000000,eee,chn,2004
1750000000,eee,chn,2005
1912000000,eee,chn,2006
2015000000,eee,chn,2007
2086000000,eee,chn,2008
2249000000,eee,chn,2009
2417000000,eee,chn,2010
13850000,eee,col,1971
13860000,eee,col,1972
13950000,eee,col,1973
14770000,eee,col,1974
15440000,eee,col,1975
16050000,eee,col,1976
16530000,eee,col,1977
16460000,eee,col,1978
16070000,eee,col,1979
17710000,eee,col,1980
17940000,eee,col,1981
18450000,eee,col,1982
19050000,eee,col,1983
19690000,eee,col,1984
19990000,eee,col,1985
21760000,eee,col,1986
22500000,eee,col,1987
23180000,eee,col,1988
23370000,eee,col,1989
24220000,eee,col,1990
24490000,eee,col,1991
25050000,eee,col,1992
26200000,eee,col,1993
27120000,eee,col,1994
27600000,eee,col,1995
28270000,eee,col,1996
27430000,eee,col,1997
28730000,eee,col,1998
25690000,eee,col,1999
25810000,eee,col,2000
25710000,eee,col,2001
25200000,eee,col,2002
25740000,eee,col,2003
26000000,eee,col,2004
27080000,eee,col,2005
28570000,eee,col,2006
27920000,eee,col,2007
29210000,eee,col,2008
30820000,eee,col,2009
32240000,eee,col,2010
17850,eee,com,1990
34000,eee,com,2004
37000,eee,com,2005
42000,eee,com,2006
41000,eee,com,2007
6679000,eee,cod,1971
6852000,eee,cod,1972
7091000,eee,cod,1973
7284000,eee,cod,1974
7471000,eee,cod,1975
7587000,eee,cod,1976
7825000,eee,cod,1977
8043000,eee,cod,1978
8394000,eee,cod,1979
8466000,eee,cod,1980
8881000,eee,cod,1981
8894000,eee,cod,1982
9473000,eee,cod,1983
9954000,eee,cod,1984
9953000,eee,cod,1985
10150000,eee,cod,1986
10560000,eee,cod,1987
10950000,eee,cod,1988
11230000,eee,cod,1989
11800000,eee,cod,1990
12040000,eee,cod,1991
12260000,eee,cod,1992
12480000,eee,cod,1993
12530000,eee,cod,1994
13080000,eee,cod,1995
13490000,eee,cod,1996
13720000,eee,cod,1997
14050000,eee,cod,1998
14320000,eee,cod,1999
16680000,eee,cod,2000
17240000,eee,cod,2001
17840000,eee,cod,2002
18500000,eee,cod,2003
19230000,eee,cod,2004
19970000,eee,cod,2005
20710000,eee,cod,2006
21450000,eee,cod,2007
22240000,eee,cod,2008
22920000,eee,cod,2009
23760000,eee,cod,2010
508500,eee,cog,1971
526700,eee,cog,1972
532600,eee,cog,1973
543000,eee,cog,1974
553000,eee,cog,1975
605800,eee,cog,1976
576400,eee,cog,1977
598700,eee,cog,1978
598200,eee,cog,1979
619800,eee,cog,1980
638900,eee,cog,1981
678500,eee,cog,1982
754600,eee,cog,1983
732200,eee,cog,1984
763400,eee,cog,1985
751200,eee,cog,1986
764500,eee,cog,1987
736600,eee,cog,1988
769300,eee,cog,1989
775700,eee,cog,1990
796800,eee,cog,1991
798400,eee,cog,1992
807500,eee,cog,1993
728500,eee,cog,1994
775100,eee,cog,1995
758200,eee,cog,1996
724500,eee,cog,1997
727300,eee,cog,1998
700900,eee,cog,1999
814200,eee,cog,2000
883500,eee,cog,2001
868400,eee,cog,2002
999100,eee,cog,2003
1020000,eee,cog,2004
1083000,eee,cog,2005
1154000,eee,cog,2006
1209000,eee,cog,2007
1260000,eee,cog,2008
1416000,eee,cog,2009
1469000,eee,cog,2010
1134000,eee,cri,1971
1185000,eee,cri,1972
1258000,eee,cri,1973
1236000,eee,cri,1974
1308000,eee,cri,1975
1315000,eee,cri,1976
1452000,eee,cri,1977
1546000,eee,cri,1978
1584000,eee,cri,1979
1527000,eee,cri,1980
1446000,eee,cri,1981
1413000,eee,cri,1982
1389000,eee,cri,1983
1592000,eee,cri,1984
1668000,eee,cri,1985
1701000,eee,cri,1986
